Target,Prime,Tick(s),RT,LD,SD,LD+SD,LD*SD,Target_Length,Prime_Length,Target_Frequency,Prime_Frequency
palazzo,palazzone,5,transp,538.1569,2.89714833748e-05,0.291617524535,0.291646496019,8.44859226387e-06,7,9,3912,4
parola,paroliere,5,transp,522.50475,0.000457896447836,0.8100782299,0.810536126348,0.00037093194394,6,9,17837,26
pensione,pensionato,5,transp,558.4223,2.86159877582e-05,0.271964419772,0.271993035759,7.78253050684e-06,8,10,2896,153
pianta,piantagione,5,transp,535.8274,9.77135217265e-05,0.590595388266,0.590693101787,5.77091553029e-05,6,11,1213,232
piatto,piattino,5,transp,527.5829,0.000298537261887,0.291992758968,0.29229129623,8.71707187533e-05,6,8,2988,68
pollo,pollame,5,transp,521.8495,0.00194742151711,0.411129195313,0.41307661683,0.000800641841264,5,7,3761,69
prigione,prigioniero,5,transp,538.733,5.73889738265e-06,0.386710770691,0.386716509588,2.21929342976e-06,8,11,13100,2157
quadro,quadretto,5,transp,525.6559,0.000738247615865,0.482148136071,0.482886383687,0.000355944711948,6,9,2234,86
radice,radicale,5,transp,575.70325,0.000297662300264,0.69812683985,0.69842450215,0.000207806041025,6,8,445,357
regia,regista,5,transp,604.9879,0.00265630283395,0.494323042464,0.496979345298,0.00131307169858,5,7,435,1719
sabbia,sabbiatura,5,transp,558.6347,0.000121685871272,0.353074327412,0.353196013283,4.2964157155e-05,6,10,1940,7
sacco,saccone,5,transp,579.3169,0.000463327643831,0.424331807647,0.424795135291,0.00019660465664,5,7,21288,3
sasso,sassata,5,transp,540.88465,0.00194863510023,0.641721501652,0.643670136752,0.00125048104269,5,7,723,10
scarpa,scarpina,5,transp,586.0807,0.000457896447836,0.547681815335,0.548139711782,0.000250781557786,6,8,1306,10
scimmia,scimmietta,5,transp,559.0719,0.000185220782899,0.238364924172,0.238550144955,4.41501378709e-05,7,10,1961,319
servo,servile,5,transp,660.2881,0.00329784440708,0.596184341138,0.599482185545,0.00196612319501,5,7,1380,62
soldo,soldino,5,transp,545.6097,0.00183318210983,0.578315482308,0.580148664417,0.001060157596,5,7,1167,29
stile,stilista,5,transp,598.34695,0.00149029565475,0.648904516879,0.650394812533,0.000967059581853,5,8,4576,236
tasto,tastiera,5,transp,548.08805,0.0034293118348,0.458664551723,0.462093863558,0.00157290377543,5,8,443,259
tavolo,tavolata,5,transp,512.8892,0.0,0.474054021363,0.474054021363,0.0,6,8,6875,21
taxi,taxista,5,transp,562.0731,0.00146735222109,0.453793419737,0.455260771958,0.000665874782368,4,7,5009,37
tazza,tazzina,5,transp,577.5998,0.00185494502134,0.315407149395,0.317262094417,0.000585062921466,5,7,2843,59
tenda,tendone,5,transp,554.72335,0.00293255131965,0.559195448871,0.56212800019,0.00163986935153,5,7,1534,112
terra,terrestre,5,transp,530.0944,0.0018560460832,0.505229576753,0.507085622836,0.000937729377048,5,9,26304,677
tigre,tigrotto,5,transp,598.5906,0.00293255131965,0.478409272237,0.481341823557,0.00140295974263,5,8,1355,18
toro,torello,5,transp,553.1913,0.00735845170487,0.780598122975,0.78795657468,0.00574399358882,4,7,979,25
torre,torretta,5,transp,505.9044,2.31816864706e-05,0.449241219255,0.449264400942,1.04141690945e-05,5,8,2255,163
torta,tortina,5,transp,518.6451,0.00268781578706,0.37200210502,0.374689920807,0.000999873130691,5,7,5258,83
tromba,trombetta,5,transp,577.9467,0.00064674536627,0.418781459353,0.41942820472,0.000270844968317,6,9,517,69
vaso,vasetto,5,transp,524.3025,0.0118369180899,0.449785125097,0.461622043187,0.00532406968382,4,7,1076,121
vela,veliero,5,transp,534.7967,0.0122185453066,0.518248784447,0.530467329754,0.00633224625285,4,7,452,47
vestito,vestitino,5,transp,526.7979,7.44483718009e-05,0.261426191001,0.261500639373,1.94627542662e-05,7,9,8937,136
vetro,vetrata,5,transp,573.8313,0.00293255131965,0.440007806933,0.442940358252,0.00129034547488,5,7,2181,112
vigile,vigilanza,5,transp,556.2027,0.000857010416587,0.512928012756,0.513785023173,0.000439584649891,6,9,384,309
viso,visino,5,transp,524.2098,0.004790614224,0.614859729738,0.619650343962,0.00294555576705,4,6,4004,84
zaino,zainetto,5,transp,554.8219,0.00295423566906,0.278505863104,0.281460098773,0.000822771954825,5,8,1036,100
anello,anellino,6,transp,554.669,0.000574013007745,0.310381100054,0.310955113062,0.000178162788789,6,8,5515,21
arco,arcata,6,transp,524.5486,0.00737577846716,0.50931281293,0.516688591397,0.00375657847866,4,6,963,33
arte,artista,6,transp,511.4297,0.0132147951361,0.513776228546,0.526991023683,0.00678944760606,4,7,5407,2564
asma,asmatico,6,transp,601.1015,0.00197053662518,0.336072490388,0.338043027013,0.000662243151025,4,8,422,34
astro,astrologo,6,transp,535.88625,0.000389252078356,0.682012595222,0.6824018473,0.000265474820155,5,9,199,40
banca,bancario,6,transp,539.7695,0.000482187782762,0.27871188492,0.279194072703,0.000134391465819,5,8,6512,377
benda,bendaggio,6,transp,560.5574,0.000394972982656,0.454993782554,0.455388755536,0.000179710251385,5,9,400,60
bestia,bestiame,6,transp,572.3932,9.15625144985e-05,0.661484295591,0.661575858106,6.05671654056e-05,6,8,2418,764
borsa,borsetta,6,transp,498.0376,0.00295423566906,0.546680213915,0.549634449584,0.00161502218752,5,8,7169,705
bosco,boscaglia,6,transp,536.8719,0.00194742151711,0.407825629448,0.409773050965,0.000794208406017,5,9,2248,87
calcio,calciatore,6,transp,550.7459,0.000308433873843,0.441292755779,0.441601189653,0.000136109634164,6,10,2897,112
camino,caminetto,6,transp,572.3477,0.000738247615865,0.316151768025,0.316890015641,0.000233398288996,6,9,619,230
campana,campanile,6,transp,676.0635,0.000120523762271,0.522633889331,0.522754413093,6.29898026326e-05,7,9,824,148
cassetto,cassettino,6,transp,535.62545,4.19848447701e-05,0.244372951907,0.244414936752,1.02599604518e-05,8,10,1079,14
cassa,cassone,6,transp,527.9952,0.00194742151711,0.584475165206,0.586422586723,0.00113821951294,5,7,2067,74
cavallo,cavallino,6,transp,507.075,0.000168036618066,0.514400803408,0.514568840026,8.64381713351e-05,7,9,7514,106
cavo,cavetto,6,transp,610.97175,0.0118369180899,0.466385786434,0.478222704524,0.00552057035231,4,7,2022,10
cena,cenetta,6,transp,536.9947,0.00599082925752,0.462839131435,0.468829960692,0.00277279021012,4,7,16067,266
cesto,cestello,6,transp,613.7285,0.00149021136568,0.442254247045,0.443744458411,0.000659052305466,5,8,476,41
cipolla,cipollina,6,transp,524.4681,7.44483718009e-05,0.34140282887,0.341477277242,2.54168847376e-05,7,9,394,31
colpa,colpevole,6,transp,488.1663,0.00329784440708,0.406246459226,0.409544303634,0.00133973761346,5,9,25388,5264
crema,cremoso,6,transp,551.4952,0.00329784440708,0.406353183886,0.409651028293,0.00134008957478,5,7,1539,54
cubo,cubista,6,transp,553.6576,0.0136666405762,0.611943115986,0.625609756562,0.00836320661927,4,7,308,25
delfino,delfinario,6,transp,537.5806,0.000184542460315,0.499278638465,0.499463180925,9.2138108325e-05,7,10,427,7
dito,ditata,6,transp,523.20955,0.0117647058824,0.598886975482,0.610651681365,0.00704572912332,4,6,3869,7
dose,dosaggio,6,transp,563.61985,0.0133052139025,0.311917250144,0.325222464047,0.00415012573305,4,8,1512,181
fango,fangoso,6,transp,563.4325,0.000366367478865,0.308881792793,0.309248160272,0.000113164243693,5,7,1322,37
farina,farinoso,6,transp,579.75115,0.000457896447836,0.552681324658,0.553139221106,0.000253070815346,6,8,582,1
fata,fatina,6,transp,551.8932,0.00735845170487,0.403027626462,0.410386078167,0.00296565932505,4,6,622,257
fieno,fienile,6,transp,610.71145,0.00183425748712,0.494189698569,0.496023956056,0.000906471154658,5,7,304,447
forno,fornaio,6,transp,532.0444,0.00183318210983,0.596485127624,0.598318309734,0.00109346586474,5,7,1326,152
fragola,fragolina,6,transp,523.0276,0.000114449213536,0.316005272705,0.316119721918,3.61665549344e-05,7,9,376,314
frusta,frustata,6,transp,590.8328,1.11022302463e-16,0.293415423119,0.293415423119,3.25756558527e-17,6,8,350,60
gabbia,gabbietta,6,transp,563.83375,0.000463327643831,0.284588227716,0.28505155536,0.00013185759301,6,9,1812,35
gatto,gattino,6,transp,493.0015,0.00268781578706,0.319371218781,0.322059034568,0.000858411003771,5,7,4110,445
gesto,gestuale,6,transp,513.3517,0.00338910496265,0.554296976761,0.557686081724,0.00187857063472,5,8,1757,7
ghiaccio,ghiacciolo,6,transp,544.1774,5.72732765725e-06,0.178040789091,0.178046516418,1.01969793548e-06,8,10,4085,140
giardino,giardinaggio,6,transp,526.6003,2.01318186768e-05,0.440240349161,0.44026048098,8.8628388835e-06,8,12,3741,247
giovane,giovanile,6,transp,525.82145,7.43938388761e-05,0.56580276981,0.565877163649,4.20922400929e-05,7,9,12901,395
guancia,guanciale,6,transp,553.30995,2.86159877582e-05,0.307301059262,0.30732967525,8.79372334992e-06,7,9,568,21
isola,isoletta,6,transp,538.56525,0.00295423566906,0.216489915887,0.219444151556,0.000639562231507,5,8,5097,36
legno,legname,6,transp,532.0099,0.00329784440708,0.397507553492,0.400805397899,0.00131091806205,5,7,2299,146
maglia,maglione,6,transp,533.3684,0.000480774761932,0.570106066394,0.570586841156,0.000274092608346,6,8,1020,732
mazza,mazzata,6,transp,579.3638,0.00037181633559,0.49942395269,0.499795769025,0.000185693983995,5,7,1256,41
mazzo,mazzetto,6,transp,566.0524,0.00298928606259,0.390385815518,0.39337510158,0.00116697487736,5,8,581,16
mente,mentale,6,transp,525.0416,0.00183318210983,0.365100610203,0.366933792313,0.00066929590691,5,7,17014,1804
minestra,minestrone,6,transp,539.66215,4.577706569e-05,0.22408451341,0.224130290475,1.02579314905e-05,8,10,597,71
muro,muretto,6,transp,526.95975,0.0118369180899,0.412434284124,0.424271202214,0.00488195083864,4,7,5390,36
naso,nasone,6,transp,514.6388,0.000367444436436,0.525360017786,0.525727462223,0.000193040615661,4,6,5593,86
nastro,nastrino,6,transp,621.0517,0.000572330957623,0.32224359554,0.322815926498,0.000184429985623,6,8,2518,16
nervo,nervoso,6,transp,517.13975,0.000366367478865,0.411557044796,0.411923412275,0.000150781116911,5,7,347,3480
occhio,occhiata,6,transp,518.2532,0.000480422799767,0.544162708293,0.544643131092,0.000261428171847,6,8,11176,10439
orto,ortaggio,6,transp,522.6351,0.00744940708585,0.562454094687,0.569903501773,0.00418994951843,4,8,222,15
pagina,paginetta,6,transp,631.2621,0.000457896447836,0.343483910306,0.343941806754,0.000157280062418,6,9,3608,2
palazzo,palazzone,6,transp,564.93965,2.89714833749e-05,0.291617524535,0.291646496019,8.4485922639e-06,7,9,3912,4
parola,paroliere,6,transp,527.67935,0.000457896447836,0.8100782299,0.810536126348,0.00037093194394,6,9,17837,26
pensione,pensionato,6,transp,542.0303,2.86159877582e-05,0.271964419772,0.271993035759,7.78253050684e-06,8,10,2896,153
pianta,piantagione,6,transp,553.609,9.77135217265e-05,0.590595388266,0.590693101787,5.77091553029e-05,6,11,1213,232
piatto,piattino,6,transp,538.9721,0.000298537261887,0.291992758968,0.29229129623,8.71707187533e-05,6,8,2988,68
pollo,pollame,6,transp,483.4442,0.00194742151711,0.411129195313,0.41307661683,0.000800641841264,5,7,3761,69
prigione,prigioniero,6,transp,531.3243,5.73889738265e-06,0.386710770691,0.386716509588,2.21929342976e-06,8,11,13100,2157
quadro,quadretto,6,transp,503.4298,0.000738247615865,0.482148136071,0.482886383687,0.000355944711948,6,9,2234,86
radice,radicale,6,transp,537.82995,0.000297662300264,0.69812683985,0.69842450215,0.000207806041025,6,8,445,357
regia,regista,6,transp,601.1715,0.00265630283395,0.494323042464,0.496979345298,0.00131307169858,5,7,435,1719
sabbia,sabbiatura,6,transp,562.5042,0.000121685871272,0.353074327412,0.353196013283,4.2964157155e-05,6,10,1940,7
sacco,saccone,6,transp,587.7685,0.000463327643831,0.424331807647,0.424795135291,0.00019660465664,5,7,21288,3
sasso,sassata,6,transp,495.0586,0.00194863510023,0.641721501652,0.643670136752,0.00125048104269,5,7,723,10
scarpa,scarpina,6,transp,544.1142,0.000457896447836,0.547681815335,0.548139711782,0.000250781557786,6,8,1306,10
scimmia,scimmietta,6,transp,530.82675,0.000185220782899,0.238364924172,0.238550144955,4.41501378709e-05,7,10,1961,319
servo,servile,6,transp,601.2011,0.00329784440708,0.596184341138,0.599482185545,0.00196612319501,5,7,1380,62
soldo,soldino,6,transp,542.1599,0.00183318210983,0.578315482308,0.580148664417,0.001060157596,5,7,1167,29
stile,stilista,6,transp,538.3663,0.00149029565475,0.648904516879,0.650394812533,0.000967059581853,5,8,4576,236
tasto,tastiera,6,transp,531.6215,0.0034293118348,0.458664551723,0.462093863558,0.00157290377543,5,8,443,259
tavolo,tavolata,6,transp,484.5407,0.0,0.474054021363,0.474054021363,0.0,6,8,6875,21
taxi,taxista,6,transp,578.7095,0.00146735222109,0.453793419737,0.455260771958,0.000665874782368,4,7,5009,37
tazza,tazzina,6,transp,519.3659,0.00185494502134,0.315407149395,0.317262094417,0.000585062921466,5,7,2843,59
tenda,tendone,6,transp,538.0842,0.00293255131965,0.559195448871,0.56212800019,0.00163986935153,5,7,1534,112
terra,terrestre,6,transp,512.8618,0.0018560460832,0.505229576753,0.507085622836,0.000937729377048,5,9,26304,677
tigre,tigrotto,6,transp,507.76095,0.00293255131965,0.478409272237,0.481341823557,0.00140295974263,5,8,1355,18
toro,torello,6,transp,526.28365,0.00735845170487,0.780598122975,0.78795657468,0.00574399358882,4,7,979,25
torre,torretta,6,transp,534.0744,2.31816864706e-05,0.449241219255,0.449264400942,1.04141690945e-05,5,8,2255,163
torta,tortina,6,transp,544.1886,0.00268781578706,0.37200210502,0.374689920807,0.000999873130691,5,7,5258,83
tromba,trombetta,6,transp,568.09215,0.00064674536627,0.418781459353,0.41942820472,0.000270844968317,6,9,517,69
vaso,vasetto,6,transp,521.229,0.0118369180899,0.449785125097,0.461622043187,0.00532406968382,4,7,1076,121
vela,veliero,6,transp,590.82025,0.0122185453066,0.518248784447,0.530467329754,0.00633224625285,4,7,452,47
vestito,vestitino,6,transp,497.388,7.44483718009e-05,0.261426191001,0.261500639373,1.94627542662e-05,7,9,8937,136
vetro,vetrata,6,transp,533.6397,0.00293255131965,0.440007806933,0.442940358252,0.00129034547488,5,7,2181,112
vigile,vigilanza,6,transp,587.3973,0.000857010416587,0.512928012756,0.513785023173,0.000439584649891,6,9,384,309
viso,visino,6,transp,501.837,0.004790614224,0.614859729738,0.619650343962,0.00294555576705,4,6,4004,84
zaino,zainetto,6,transp,575.477,0.00295423566906,0.278505863104,0.281460098773,0.000822771954825,5,8,1036,100
anello,anellino,7,transp,555.9074,0.000574013007745,0.310381100054,0.310955113062,0.000178162788789,6,8,5515,21
arco,arcata,7,transp,534.5243,0.00737577846716,0.50931281293,0.516688591397,0.00375657847866,4,6,963,33
arte,artista,7,transp,536.7585,0.0132147951361,0.513776228546,0.526991023683,0.00678944760606,4,7,5407,2564
asma,asmatico,7,transp,619.22625,0.00197053662518,0.336072490388,0.338043027013,0.000662243151025,4,8,422,34
astro,astrologo,7,transp,635.1177,0.000389252078356,0.682012595222,0.6824018473,0.000265474820155,5,9,199,40
banca,bancario,7,transp,526.3783,0.000482187782762,0.27871188492,0.279194072703,0.000134391465819,5,8,6512,377
benda,bendaggio,7,transp,574.25525,0.000394972982656,0.454993782554,0.455388755536,0.000179710251385,5,9,400,60
bestia,bestiame,7,transp,538.9561,9.15625144985e-05,0.661484295591,0.661575858106,6.05671654056e-05,6,8,2418,764
borsa,borsetta,7,transp,514.49495,0.00295423566906,0.546680213915,0.549634449584,0.00161502218752,5,8,7169,705
bosco,boscaglia,7,transp,512.2646,0.00194742151711,0.407825629448,0.409773050965,0.000794208406017,5,9,2248,87
calcio,calciatore,7,transp,534.3356,0.000308433873843,0.441292755779,0.441601189653,0.000136109634164,6,10,2897,112
camino,caminetto,7,transp,570.6926,0.000738247615865,0.316151768025,0.316890015641,0.000233398288996,6,9,619,230
campana,campanile,7,transp,543.2228,0.000120523762271,0.522633889331,0.522754413093,6.29898026327e-05,7,9,824,148
cassetto,cassettino,7,transp,544.3486,4.19848447702e-05,0.244372951907,0.244414936752,1.02599604519e-05,8,10,1079,14
cassa,cassone,7,transp,537.0606,0.00194742151711,0.584475165206,0.586422586723,0.00113821951294,5,7,2067,74
cavallo,cavallino,7,transp,550.0761,0.000168036618066,0.514400803408,0.514568840026,8.64381713351e-05,7,9,7514,106
cavo,cavetto,7,transp,514.2459,0.0118369180899,0.466385786434,0.478222704524,0.00552057035231,4,7,2022,10
cena,cenetta,7,transp,556.04455,0.00599082925752,0.462839131435,0.468829960692,0.00277279021012,4,7,16067,266
cesto,cestello,7,transp,613.70145,0.00149021136568,0.442254247045,0.443744458411,0.000659052305466,5,8,476,41
cipolla,cipollina,7,transp,501.6174,7.4448371801e-05,0.34140282887,0.341477277242,2.54168847377e-05,7,9,394,31
colpa,colpevole,7,transp,547.5714,0.00329784440708,0.406246459226,0.409544303634,0.00133973761346,5,9,25388,5264
crema,cremoso,7,transp,520.7464,0.00329784440708,0.406353183886,0.409651028293,0.00134008957478,5,7,1539,54
cubo,cubista,7,transp,542.801,0.0136666405762,0.611943115986,0.625609756562,0.00836320661927,4,7,308,25
delfino,delfinario,7,transp,588.8952,0.000184542460315,0.499278638465,0.499463180925,9.2138108325e-05,7,10,427,7
dito,ditata,7,transp,558.05365,0.0117647058824,0.598886975482,0.610651681365,0.00704572912332,4,6,3869,7
dose,dosaggio,7,transp,610.70335,0.0133052139025,0.311917250144,0.325222464047,0.00415012573305,4,8,1512,181
fango,fangoso,7,transp,515.4407,0.000366367478865,0.308881792793,0.309248160272,0.000113164243693,5,7,1322,37
farina,farinoso,7,transp,592.1279,0.000457896447836,0.552681324658,0.553139221106,0.000253070815346,6,8,582,1
fata,fatina,7,transp,482.0561,0.00735845170487,0.403027626462,0.410386078167,0.00296565932505,4,6,622,257
fieno,fienile,7,transp,617.2686,0.00183425748712,0.494189698569,0.496023956056,0.000906471154658,5,7,304,447
forno,fornaio,7,transp,535.0459,0.00183318210983,0.596485127624,0.598318309734,0.00109346586474,5,7,1326,152
fragola,fragolina,7,transp,481.21755,0.000114449213536,0.316005272705,0.316119721918,3.61665549344e-05,7,9,376,314
frusta,frustata,7,transp,584.2559,1.11022302463e-16,0.293415423119,0.293415423119,3.25756558527e-17,6,8,350,60
gabbia,gabbietta,7,transp,546.3159,0.000463327643831,0.284588227716,0.28505155536,0.00013185759301,6,9,1812,35
gatto,gattino,7,transp,512.8069,0.00268781578706,0.319371218781,0.322059034568,0.000858411003771,5,7,4110,445
gesto,gestuale,7,transp,560.33355,0.00338910496265,0.554296976761,0.557686081724,0.00187857063472,5,8,1757,7
ghiaccio,ghiacciolo,7,transp,500.902,5.72732765725e-06,0.178040789091,0.178046516418,1.01969793548e-06,8,10,4085,140
giardino,giardinaggio,7,transp,549.9101,2.01318186768e-05,0.440240349161,0.44026048098,8.8628388835e-06,8,12,3741,247
giovane,giovanile,7,transp,563.7859,7.43938388761e-05,0.56580276981,0.565877163649,4.20922400929e-05,7,9,12901,395
